"Original XML Dita File","UUID"
"analytics-video-heartbeat-master/src/media-overview.xml","b3cbe240-b94d-42b8-a99c-0280334aaa14"
"analytics-video-heartbeat-master/src/measurement-options.xml","1c773ed8-2c49-4204-9be2-2af302388aff"
"analytics-video-heartbeat-master/src/mm-milestone-tracking.xml","2ba913c2-c0ff-4f92-87d9-926f94d6501d"
"analytics-video-heartbeat-master/src/milestone-overview.xml","2f9ec6bb-8860-4863-98bc-5cffb356ccc5"
"analytics-video-heartbeat-master/src/migrate-ms-to-va.xml","fdc96146-af63-48ce-b938-c0ca70729277"
"analytics-video-heartbeat-master/src/migrate-ms-to-cl.xml","1c8edde5-0ef1-4bc0-a62d-1747f4907f09"
"analytics-video-heartbeat-master/src/cl-in-aa.xml","955f643d-94b8-4977-b545-d1d7e9e7ea6a"
"analytics-video-heartbeat-master/src/cl-impl-guide.xml","83315e73-20ca-4db5-9d43-33daade45a13"
"analytics-video-heartbeat-master/src/intro-to-ava.xml","16a2b16f-f2c1-41de-ad85-1b62fda165f7"
"analytics-video-heartbeat-master/src/prereqs.xml","4c0b37f3-8615-4cc0-b9c9-eeb029067064"
"analytics-video-heartbeat-master/src/implementation-paths.xml","8400c938-e77e-4c88-b23b-5f5977a5316c"
"analytics-video-heartbeat-master/src/client-side-path.xml","ba0496e2-585a-4176-b583-c705726fecc6"
"analytics-video-heartbeat-master/src/launch-path.xml","d6f9daf2-6f61-4475-9a77-94361bdd9d95"
"analytics-video-heartbeat-master/src/primetime-path.xml","3d5a5ebd-b897-40f6-ba75-bba1bae3a081"
"analytics-video-heartbeat-master/src/am-enablement.xml","8a7f9343-ebc3-4087-9d7e-5972640d2455"
"analytics-video-heartbeat-master/src/sdk-implement.xml","04a7fcb3-84dd-4f52-9a82-90a88fc774bb"
"analytics-video-heartbeat-master/src/download-sdks.xml","a619fbb8-693e-4583-8dad-0ff875e715f8"
"analytics-video-heartbeat-master/src/setup.xml","33d3139a-5d12-4224-82ba-8ae3a11dbb15"
"analytics-video-heartbeat-master/src/setup-overview.xml","06fefedb-b0c8-4f7d-90c8-e374cdde1695"
"analytics-video-heartbeat-master/src/set-up-android.xml","3ffe3276-a104-4182-9220-038729e9f3d5"
"analytics-video-heartbeat-master/src/set-up-ios.xml","a1c6be79-a6dc-47b6-93b3-ac7b42f1f3eb"
"analytics-video-heartbeat-master/src/set-up-js.xml","0269d8ad-0af8-4bf1-9d15-e06c2952a005"
"analytics-video-heartbeat-master/src/set-up-chromecast.xml","d664e394-02a2-4985-bbad-be1bcc44fb2b"
"analytics-video-heartbeat-master/src/set-up-roku.xml","904dfda0-4782-41da-b4ab-212e81156633"
"analytics-video-heartbeat-master/src/track-av-playback.xml","49fcde87-76c1-40bb-96ac-a7afc822eee8"
"analytics-video-heartbeat-master/src/track-core-overview.xml","7b8e2f76-bc4e-4721-8933-3e4453b01788"
"analytics-video-heartbeat-master/src/track-core.xml","5ba450aa-36c1-4425-a71c-a5762dc5f748"
"analytics-video-heartbeat-master/src/track-core-android.xml","ab5fab95-76ed-4ae6-aedb-2e66eece7607"
"analytics-video-heartbeat-master/src/track-core-ios.xml","bdc0e05c-4fe5-430e-aee2-f331bc59ac6b"
"analytics-video-heartbeat-master/src/track-core-js.xml","3d6e0ab1-899a-43c3-b632-8276e84345ab"
"analytics-video-heartbeat-master/src/track-core-chromecast.xml","a9fc59d8-a2f4-4889-bdec-55c42a835d06"
"analytics-video-heartbeat-master/src/track-core-roku.xml","a8aa7b3c-2d39-44d7-8ebc-b101d130101f"
"analytics-video-heartbeat-master/src/track-buffering.xml","e5580cc4-3e16-4203-a49e-9e127435b8f1"
"analytics-video-heartbeat-master/src/track-buffering-android.xml","f16ce76d-1db3-4b51-8c98-54cb781f71d7"
"analytics-video-heartbeat-master/src/track-buffering-ios.xml","4f4db23a-489b-4b41-bb6e-393ec64d52a2"
"analytics-video-heartbeat-master/src/track-buffering-js.xml","c380cf2c-7729-4d4a-a4da-581bd94a5896"
"analytics-video-heartbeat-master/src/track-buffering-chromecast.xml","f6fa3a1a-d7de-4293-bd11-ebe9e130badd"
"analytics-video-heartbeat-master/src/track-buffering-roku.xml","6666b270-9aa3-42ff-95a8-f12502022d47"
"analytics-video-heartbeat-master/src/track-seeking.xml","bef026e7-c8e4-4678-9559-08b9f3d056b0"
"analytics-video-heartbeat-master/src/track-seeking-android.xml","65addd99-eebf-4a80-8b4a-d5fbdff8ab06"
"analytics-video-heartbeat-master/src/track-seeking-ios.xml","1d31ae99-384f-4b4d-b557-4018db177349"
"analytics-video-heartbeat-master/src/track-seeking-js.xml","089947fb-8bae-4ae8-b215-53793620efd7"
"analytics-video-heartbeat-master/src/track-seeking-chromecast.xml","8018e6c4-fed9-4de7-9eae-c720da55ad8c"
"analytics-video-heartbeat-master/src/track-seeking-roku.xml","0572252b-397f-4aa2-b4b5-c5346b75244a"
"analytics-video-heartbeat-master/src/impl-std-metadata.xml","9612ce2d-d8a0-483d-8a97-ce77a4414e6f"
"analytics-video-heartbeat-master/src/impl-std-metadata-android.xml","c48b4190-b062-4c4e-9c40-8dde4598a50e"
"analytics-video-heartbeat-master/src/impl-std-metadata-ios.xml","75a80f08-4a95-49d4-a27a-8ce531d64d31"
"analytics-video-heartbeat-master/src/ios-metadata-keys.xml","8eb90111-c9dd-4ca7-9766-91530a8ae6cf"
"analytics-video-heartbeat-master/src/impl-std-metadata-js.xml","523d29e3-0a62-40d7-ac74-da645024cdcb"
"analytics-video-heartbeat-master/src/impl-std-metadata-chromecast.xml","1560d3e0-29f5-4678-9f01-c672e0ae547b"
"analytics-video-heartbeat-master/src/chromecast-metadata.xml","c446ad41-51b8-46d6-9bc1-abfae866023f"
"analytics-video-heartbeat-master/src/impl-std-metadata-roku.xml","ae14d809-343f-452c-832a-f94bd3d83a90"
"analytics-video-heartbeat-master/src/roku-metadata.xml","2ca6bb1d-c545-43d3-9c3e-63b890aa268d"
"analytics-video-heartbeat-master/src/track-ads.xml","14ef7488-ba43-452b-8560-94b4bd9598cd"
"analytics-video-heartbeat-master/src/track-ads-overview.xml","1607798b-c6ef-4d60-8e40-e958c345b09c"
"analytics-video-heartbeat-master/src/track-ads-android.xml","4a4249fb-dc39-4947-a14d-a51d972f32d4"
"analytics-video-heartbeat-master/src/track-ads-ios.xml","e979e679-cde5-4c30-8f34-867feceac13a"
"analytics-video-heartbeat-master/src/track-ads-js.xml","4d81d29c-c55d-4d48-b505-3260922712ff"
"analytics-video-heartbeat-master/src/track-ads-chromecast.xml","7b1f584a-3472-416c-944c-5f5ea0ee5529"
"analytics-video-heartbeat-master/src/track-ads-roku.xml","b1567265-7043-4efa-a313-aaaa91c4bb01"
"analytics-video-heartbeat-master/src/impl-std-ad-metadata.xml","14a22fbd-06a9-4088-9733-c8a6ad7ce49d"
"analytics-video-heartbeat-master/src/impl-std-ad-metadata-android.xml","19b98bc1-c659-4182-a4ff-b3340fe2453c"
"analytics-video-heartbeat-master/src/impl-std-ad-metadata-ios.xml","f15fb727-5a5b-46c5-bf12-93b376c10fd1"
"analytics-video-heartbeat-master/src/impl-std-ad-metadata-js.xml","4ea10c5a-ae2b-45d0-aad3-9f10028ee7c3"
"analytics-video-heartbeat-master/src/impl-std-ad-metadata-roku.xml","20a437d7-18b8-4099-ac81-9f3628384236"
"analytics-video-heartbeat-master/src/track-chapters.xml","f46a13e9-8744-4b0a-9a4f-0bc95b5521be"
"analytics-video-heartbeat-master/src/track-chapters-overview.xml","3fe32425-5e2a-4886-8fea-d91d15671bb0"
"analytics-video-heartbeat-master/src/track-chapters-android.xml","013815d7-4d9e-48f4-a2b9-3b70cb1149d3"
"analytics-video-heartbeat-master/src/track-chapters-ios.xml","ffc5ce9f-04ba-4059-92d4-4cb4180ac9ed"
"analytics-video-heartbeat-master/src/track-chapters-js.xml","ef99edf7-7a77-46c4-8429-bc9a856b98d6"
"analytics-video-heartbeat-master/src/track-chapters-chromecast.xml","5ea562b9-0e07-4fbb-9a3b-213d746304f5"
"analytics-video-heartbeat-master/src/track-chapters-roku.xml","15c07131-77d7-4a97-92c6-0a190c6b08d3"
"analytics-video-heartbeat-master/src/track-qos.xml","76c0170f-8cc6-457a-ac51-de9aa90ca099"
"analytics-video-heartbeat-master/src/track-qos-overview.xml","4d73c47f-d0a4-4228-9040-d6432311c9eb"
"analytics-video-heartbeat-master/src/track-qos-android.xml","81ff3939-48a6-45c1-8837-ddfa33490559"
"analytics-video-heartbeat-master/src/track-qos-ios.xml","cae2c142-ed39-4234-a711-765dcabc5415"
"analytics-video-heartbeat-master/src/track-qos-js.xml","3bc762a2-9706-4b62-aa91-747f461dd13d"
"analytics-video-heartbeat-master/src/track-qos-chromecast.xml","d0cdc8cd-4db0-45ef-9470-1cba3996305b"
"analytics-video-heartbeat-master/src/track-qos-roku.xml","a8b242ab-da3c-4297-9eef-f0b9684ef56a"
"analytics-video-heartbeat-master/src/track-errors.xml","430470bf-d175-42af-839c-6e736c804803"
"analytics-video-heartbeat-master/src/track-errors-overview.xml","d71429e6-ef8b-4ea2-8491-ff3cdbf4357f"
"analytics-video-heartbeat-master/src/track-errors-android.xml","7d0c77e5-924c-4619-8e29-3484748ab736"
"analytics-video-heartbeat-master/src/track-errors-ios.xml","18ea93d3-5948-4375-bcdb-72309268e38d"
"analytics-video-heartbeat-master/src/track-errors-js.xml","5a4fc5df-2677-4189-92af-5cd074847b39"
"analytics-video-heartbeat-master/src/track-errors-chromecast.xml","efa9de8d-c626-4cb6-b46d-108495dd013a"
"analytics-video-heartbeat-master/src/track-errors-roku.xml","4e0165f9-9169-47ed-9f11-ea8a8778f663"
"analytics-video-heartbeat-master/src/opt-out-privacy.xml","7e60c7bd-8dba-4c7a-9c3c-0c634b815397"
"analytics-video-heartbeat-master/src/tracking-scenarios.xml","0a33221f-1024-4255-bd7a-5b91088b911a"
"analytics-video-heartbeat-master/src/vod-no-intrs-details.xml","ee2a1b79-2c2f-42e1-8e81-b62bbdd0d8cb"
"analytics-video-heartbeat-master/src/vod-preroll-ads.xml","5d1022a8-88cb-40aa-919c-60dd592a639e"
"analytics-video-heartbeat-master/src/vod-skipped-ads.xml","f3ab3524-abcb-4051-b64e-a1aad6e3dd3f"
"analytics-video-heartbeat-master/src/vod-one-chapter.xml","1566a6f5-cf22-42e7-8e1a-6976c6c4e649"
"analytics-video-heartbeat-master/src/vod-skipped-chapter.xml","19fb020c-eb7a-4942-9212-94f4d47195b9"
"analytics-video-heartbeat-master/src/vod-seeking.xml","5c2392f6-9b9c-42f5-833f-77423d1e6222"
"analytics-video-heartbeat-master/src/vod-buffering.xml","958f7692-7193-40fb-a8e7-2ff4fa805330"
"analytics-video-heartbeat-master/src/vod-multi-trackers.xml","6e25dd92-522f-455c-8e71-99d71d352e06"
"analytics-video-heartbeat-master/src/vod-multi-track-one-session.xml","355c83f4-52bd-4bdd-92dc-ab506e412d0a"
"analytics-video-heartbeat-master/src/live-main-content.xml","e92e99f4-c395-48aa-8a30-cbdd2f5fc07c"
"analytics-video-heartbeat-master/src/live-sequential.xml","b03477b6-9be8-4b67-a5a0-4cef3cf262ab"
"analytics-video-heartbeat-master/src/validation.xml","0b1b6703-4f41-4cde-9609-0a7529676a9b"
"analytics-video-heartbeat-master/src/validation-overview.xml","bbc6b6d6-1899-45b9-9fb7-8031f07563f6"
"analytics-video-heartbeat-master/src/test1-standard-playback.xml","c4b3fead-1b27-484b-ab6a-39f1ae0f03f2"
"analytics-video-heartbeat-master/src/test2-video-interrupt.xml","eeccd534-63fd-4dd3-b096-0431bc9a11ff"
"analytics-video-heartbeat-master/src/test-call-details.xml","d3a0e62f-2fc3-413d-ac56-adbbc9b3e983"
"analytics-video-heartbeat-master/src/heartbeat-params.xml","e9ddda32-0952-43d0-a702-49f5b1bfd8cf"
"analytics-video-heartbeat-master/src/debugging.xml","e5467a52-20dc-4af2-a2b7-b19cd6a60cd1"
"analytics-video-heartbeat-master/src/sdk-debugging.xml","a5972d87-c593-4b4f-a56f-dca6e25268e1"
"analytics-video-heartbeat-master/src/config-adobe-debug.xml","e416458d-f23c-41ce-8d99-fa5076c455f0"
"analytics-video-heartbeat-master/src/create-new-debug-report.xml","438fde3d-98f9-46d1-9672-75d204361568"
"analytics-video-heartbeat-master/src/debug-dash-repts.xml","8e6f6245-d8bd-4329-89e1-4c5595e04ec5"
"analytics-video-heartbeat-master/src/analytics-with-ott.xml","cfc3d0c3-d8d8-458f-a024-2bac11bf701d"
"analytics-video-heartbeat-master/src/track-app-states.xml","2f98fb43-c362-4a9b-8732-fa7e963da729"
"analytics-video-heartbeat-master/src/track-app-actions.xml","9cdc048a-419a-4725-bd61-6ca6d909cf10"
"analytics-video-heartbeat-master/src/set-user-ids.xml","fdd54fec-79cd-4bf8-b17e-4d61d84f6310"
"analytics-video-heartbeat-master/src/ott-am.xml","d228db63-59c2-4624-99c6-6b49dc17f48e"
"analytics-video-heartbeat-master/src/ott-experience-cloud.xml","89264403-0fc8-4c76-b001-22e20e57bef2"
"analytics-video-heartbeat-master/src/cookbook.xml","1a79f4a9-3431-4c4e-a2db-3c0709ce7481"
"analytics-video-heartbeat-master/src/cookbook-app-interrupts.xml","1ccb4507-bda6-462d-bf67-e22978a4db3d"
"analytics-video-heartbeat-master/src/cookbook-fix-ad-play-ad.xml","228b4812-c23e-40c8-ae2b-e15ca69b0bc2"
"analytics-video-heartbeat-master/src/cookbook-resuming-inactive.xml","3ff1205d-7bbe-4016-9bd7-6e34b7862c4c"
"analytics-video-heartbeat-master/src/sdk-track-scenegraph.xml","fa85e546-c79b-4df4-8c03-d6593fa296d5"
"analytics-video-heartbeat-master/src/va-1x-to-2x.xml","615ae05b-1bc2-4a33-9a7e-2d9fdecbb3e3"
"analytics-video-heartbeat-master/src/mig-1x-2x-overview.xml","d84f55bc-fa90-45c1-b97d-cb5fe58e80c0"
"analytics-video-heartbeat-master/src/code-comparison-1x-2x.xml","9f0a1660-2100-446d-ab75-afdf966478b3"
"analytics-video-heartbeat-master/src/1x-2x-api-change.xml","6e619288-c082-4cb4-8685-e90823dadf4a"
"analytics-video-heartbeat-master/src/media-collection-api.xml","9f7e414e-fd27-436e-8ad2-1fbab2fcc6d0"
"analytics-video-heartbeat-master/src/mc-api-overview.xml","c14bdbef-5846-4d31-8a14-8e9e0e9c9861"
"analytics-video-heartbeat-master/src/mc-api-ref.xml","79414fcb-ca50-446a-9c2f-72323967e218"
"analytics-video-heartbeat-master/src/mc-api-sessions-req.xml","9609192d-4f7f-4fb5-844f-ea89d47c4e30"
"analytics-video-heartbeat-master/src/mc-api-events-req.xml","b237f0a0-dc29-418b-89ee-04c596a27f39"
"analytics-video-heartbeat-master/src/mc-api-req-params.xml","f83e9ef1-803d-4152-a6c7-acaa325036b9"
"analytics-video-heartbeat-master/src/mc-api-event-types.xml","bc4f75a7-ea22-47eb-a50d-5f41274c6d41"
"analytics-video-heartbeat-master/src/mc-api-json-validation.xml","7c9d5ce4-f5d2-4129-900e-4d02800907d1"
"analytics-video-heartbeat-master/src/mc-api-impl.xml","91e41c55-d091-4d99-b8bf-72a96665f84d"
"analytics-video-heartbeat-master/src/mc-api-quick-start.xml","ca20bad4-2c8f-406b-833e-b4883a9aa534"
"analytics-video-heartbeat-master/src/mc-api-set-http-req.xml","b8fa7233-e654-4acf-a9d7-14158cded13e"
"analytics-video-heartbeat-master/src/mc-api-obtain-sid.xml","fc8712fa-848f-4564-af5d-5dd9d6b088d8"
"analytics-video-heartbeat-master/src/mc-api-impl-events-req.xml","3bfa313c-ff74-4e2e-bbde-6f4a6221d85b"
"analytics-video-heartbeat-master/src/mc-api-validate-reqs.xml","1fc92f21-b510-4c96-8ea2-47e819f4a96e"
"analytics-video-heartbeat-master/src/mc-api-sed-pings.xml","c92c1a92-3af6-4474-9e42-ffb8f6c94b33"
"analytics-video-heartbeat-master/src/mc-api-sending-qoe.xml","52a02d92-195d-4ce8-8ce3-585ed68969f9"
"analytics-video-heartbeat-master/src/mc-api-custom-meta.xml","df4109dd-9fca-4c33-a7d5-8e6eec257527"
"analytics-video-heartbeat-master/src/mc-api-timeout.xml","2a4ea13e-a561-4adf-b567-f980301b32c8"
"analytics-video-heartbeat-master/src/mc-api-ctrl-order.xml","007fccc6-be72-4b79-826d-588c957ccf15"
"analytics-video-heartbeat-master/src/mc-api-queuing.xml","39ea59d9-89d3-4087-a806-48a43ecf0c98"
"analytics-video-heartbeat-master/src/mc-api-timelines.xml","ef056630-5549-4fc4-aa02-e99365c21ace"
"analytics-video-heartbeat-master/src/mc-api-timeline-1.xml","0ff591d3-fa99-4123-9e09-c4e71ea1060b"
"analytics-video-heartbeat-master/src/mc-api-timeline-2.xml","74b89e8f-ef56-4e0c-b9a8-40739e15b4cf"
"analytics-video-heartbeat-master/src/mc-api-timeline-3.xml","41b52072-e1cd-4dda-9253-31f3408924f6"
"analytics-video-heartbeat-master/src/track-downloaded-content.xml","0718689d-9602-4e3f-833c-8297aae1d909"
"analytics-video-heartbeat-master/src/metrics-and-metadata.xml","f5374bb0-3734-4089-9e97-a2f37561d054"
"analytics-video-heartbeat-master/src/audio-video-parameters.xml","fdacfb8b-db3e-46fb-b9ad-c3a749555b2a"
"analytics-video-heartbeat-master/src/ad-parameters.xml","92cd7f97-bb5a-4de6-8946-453d30271d0f"
"analytics-video-heartbeat-master/src/chapter-parameters.xml","2a6b9247-a694-46e9-98e1-424c08c27ec2"
"analytics-video-heartbeat-master/src/quality-parameters.xml","0d9fa764-edef-4178-8650-90c9a0852a57"
"analytics-video-heartbeat-master/src/segments.xml","61906b8c-3362-4463-82be-fe0e741a5eb3"
"analytics-video-heartbeat-master/src/calculated-metrics.xml","9dd35155-58aa-4f05-896e-c5cbc4b13d59"
"analytics-video-heartbeat-master/src/media-reports.xml","35fffa0b-778b-4e30-8b70-9a98370a0957"
"analytics-video-heartbeat-master/src/media-reports-enable.xml","d306068d-a308-4b6e-8a72-742dda0de428"
"analytics-video-heartbeat-master/src/media-default-reports.xml","e8b39665-a931-493c-a38b-b788caa5ae90"
"analytics-video-heartbeat-master/src/default-reports-overview.xml","a078aa59-3b2d-45b2-9e66-3d9c29c82f0c"
"analytics-video-heartbeat-master/src/media-reports-overview.xml","bdbd998f-9b5e-40c9-a8ea-12dfa5acd35c"
"analytics-video-heartbeat-master/src/media-reports-detail.xml","57d7f5b0-41dd-41d7-9a5a-474528839be5"
"analytics-video-heartbeat-master/src/media-reports-daypart.xml","aa545f72-6816-448f-af5d-3c5e18f7b3b7"
"analytics-video-heartbeat-master/src/media-concurrent-viewers.xml","e61c50e5-8196-4538-b67c-ebc01c6e6ba7"
"analytics-video-heartbeat-master/src/get-concurrent-json.xml","9168f114-2459-4951-a06c-57b735d09dc0"
"analytics-video-heartbeat-master/src/media-workspace-templates.xml","0024b06a-eaf5-4d2e-be45-aeda9d0554c1"
"analytics-video-heartbeat-master/src/nielsen-partnership.xml","5304a00b-7c13-44a5-99bf-625ff5c39278"
"analytics-video-heartbeat-master/src/nielsen-overview.xml","b62e813a-38d9-4e2c-97cf-c8b739cc66ee"
"analytics-video-heartbeat-master/src/nielsen-getting-started.xml","3a45a2d9-af88-4702-b9e3-856f72f2ca44"
"analytics-video-heartbeat-master/src/dcr-impl.xml","3ac67a49-0c05-4e8e-a6c7-05c172ba20da"
"analytics-video-heartbeat-master/src/dcr-android-impl-2.1.xml","e28b349e-e637-40d3-8081-99e2170caf54"
"analytics-video-heartbeat-master/src/dcr-ios-impl-2.1.xml","164c93be-b437-4ba4-b117-fe4cae9d212c"
"analytics-video-heartbeat-master/src/dcr-js-impl-2.1.xml","e0da885b-727b-4c46-8738-1fac07845571"
"analytics-video-heartbeat-master/src/dcr-android-impl-2.0.xml","43138b42-9756-4d00-86a7-90c05b51feea"
"analytics-video-heartbeat-master/src/dcr-ios-impl-2.0.xml","7d182ee8-4788-4c2a-a8ae-da591cff0db3"
"analytics-video-heartbeat-master/src/dcr-js-impl-2.0.xml","127b3f48-a7b4-4354-a398-96b3a2ed52a6"
"analytics-video-heartbeat-master/src/dcr-android-impl-1.x.xml","e86fbf06-275d-4a40-8575-db9515b7a034"
"analytics-video-heartbeat-master/src/dcr-ios-impl-1.x.xml","0a4b89c2-c612-4dee-b1c5-18be0f951dcd"
"analytics-video-heartbeat-master/src/dcr-js-impl-1.x.xml","415d219b-c3a7-42bf-8fba-70ef829e60eb"
"analytics-video-heartbeat-master/src/dcr-tvsdk-1.4-ios.xml","529a08df-c9fd-4907-8b8b-4047058e4b8b"
"analytics-video-heartbeat-master/src/dcr-tvsdk-1.4-android.xml","acadd835-f162-45b5-a2c4-af7345b0474e"
"analytics-video-heartbeat-master/src/dcr-opt-out.xml","918def5a-7a03-466c-abf6-84907ce81251"
"analytics-video-heartbeat-master/src/dcr-opt-out-overview.xml","9b7f7570-aeb8-42d5-a758-f6010c523ddf"
"analytics-video-heartbeat-master/src/dcr-opt-out-settings.xml","5475be14-de41-49f6-a717-7b7fbf982890"
"analytics-video-heartbeat-master/src/dcr-impl-examples.xml","a4433296-113e-452d-a35a-084c93a076c5"
"analytics-video-heartbeat-master/src/dcr-dtvr.xml","eda6e89e-67e4-4196-9842-703b8a025ade"
"analytics-video-heartbeat-master/src/dcr-vars-metadata.xml","2b44a399-9c37-4169-be06-1da4ac91131c"
"analytics-video-heartbeat-master/src/dcr-hierarchy.xml","c991dd28-e490-4fad-99bc-1c3f44d8219e"
"analytics-video-heartbeat-master/src/dcr-certification.xml","6cf08400-84bf-45e7-864f-cc548f3bdabe"
"analytics-video-heartbeat-master/src/dcr-cert-overview.xml","9d868180-7261-407e-92ee-4201d0387bf2"
"analytics-video-heartbeat-master/src/dcr-cert-process.xml","05b42891-e607-4961-b2a6-7bba0d6d3693"
"analytics-video-heartbeat-master/src/dcr-cert-request-form.xml","e4c32360-65df-4d5a-b74d-e00a2f9862be"
"analytics-video-heartbeat-master/src/dcr-cert-validation.xml","039a78e7-718b-4598-949a-dd0075d249f3"
"analytics-video-heartbeat-master/src/dcr-cert-valid-test1.xml","530477b8-4de3-449d-bb6d-a47dadd1da5a"
"analytics-video-heartbeat-master/src/dcr-cert-valid-test2.xml","f9af7493-6bbe-489f-8b94-0d5ceaec9ec3"
"analytics-video-heartbeat-master/src/dcr-cert-valid-test3.xml","4b96209f-b336-475e-a848-618caea9c184"
"analytics-video-heartbeat-master/src/dcr-cert-valid-call-details.xml","bbbc47f7-1663-43cb-9ddf-f6d723a94ccf"
"analytics-video-heartbeat-master/src/dcr-cert-valid-data-compare.xml","121a3d73-4e7a-4c12-b5c6-1dde5cffd82e"
"analytics-video-heartbeat-master/src/dcr-cert-debug.xml","11d46c5a-831f-4237-b498-6a296cb1776e"
"analytics-video-heartbeat-master/src/dcr-cert-debug-config.xml","4478e04c-2225-4cab-b91d-1427f19bd72a"
"analytics-video-heartbeat-master/src/dcr-cert-debug-new-report.xml","e94f6642-5a05-4a96-bb66-362f4a11674c"
"analytics-video-heartbeat-master/src/dcr-cert-debug-dash-repts.xml","3b6fbc58-d164-4067-9dd6-f15d9c5921b2"
"analytics-video-heartbeat-master/src/federated-analytics.xml","a82ace81-c2f6-4799-9a62-4c6a737a7dab"
"analytics-video-heartbeat-master/src/additional-resources.xml","18b20d82-d595-4613-9ae8-790ae7cfca48"
"analytics-video-heartbeat-master/src/doc-updates.xml","1f3e48df-83b6-418c-8cf7-d79466481f79"
"analytics-video-heartbeat-master/src/contact-and-legal.xml","7c954ca9-7e64-49cd-abaa-2e400e1340c2"
